WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
AFR,Africa,BFA,Burkina Faso,2010,Male,13.92,11.27,16.92,13.92 [11.27 – 16.92]
EUR,Europe,ROU,Romania,2010,Both sexes,13.96,11.94,16.21,13.96 [11.94 – 16.21]
EUR,Europe,CZE,Czechia,2010,Both sexes,14.06,12.11,16.12,14.06 [12.11 – 16.12]
AMR,Americas,ARG,Argentina,2010,Male,14.17,12.14,16.58,14.17 [12.14 – 16.58]
AFR,Africa,AGO,Angola,2010,Male,14.31,12.18,17.05,14.31 [12.18 – 17.05]
AMR,Americas,CHL,Chile,2010,Male,14.35,12.43,16.64,14.35 [12.43 – 16.64]
AMR,Americas,DMA,Dominica,2010,Male,14.37,11.44,17.49,14.37 [11.44 – 17.49]
AMR,Americas,USA,United States of America,2010,Male,14.54,12.64,16.8,14.54 [12.64 – 16.8]
EUR,Europe,SWE,Sweden,2010,Male,14.65,12.36,17.13,14.65 [12.36 – 17.13]
WPR,Western Pacific,KOR,Republic of Korea,2010,Male,15.07,12.5,17.94,15.07 [12.5 – 17.94]
AMR,Americas,LCA,Saint Lucia,2010,Male,15.14,12.7,17.97,15.14 [12.7 – 17.97]
EUR,Europe,MNE,Montenegro,2010,Both sexes,15.21,12.88,17.54,15.21 [12.88 – 17.54]
EUR,Europe,LTU,Lithuania,2010,Both sexes,15.25,13.36,17.49,15.25 [13.36 – 17.49]
AFR,Africa,UGA,Uganda,2010,Both sexes,15.27,12.49,17.88,15.27 [12.49 – 17.88]
AFR,Africa,GAB,Gabon,2010,Male,15.29,12.45,17.73,15.29 [12.45 – 17.73]
EUR,Europe,BLR,Belarus,2010,Both sexes,15.5,13.47,17.6,15.5 [13.47 – 17.6]
EUR,Europe,GRC,Greece,2010,Male,15.51,12.87,18.25,15.51 [12.87 – 18.25]
EUR,Europe,RUS,Russian Federation,2010,Both sexes,15.58,13.21,17.87,15.58 [13.21 – 17.87]
AFR,Africa,RWA,Rwanda,2010,Male,15.63,12.51,19.0,15.63 [12.51 – 19]
AMR,Americas,CAN,Canada,2010,Male,15.82,13.48,18.56,15.82 [13.48 – 18.56]
EUR,Europe,HRV,Croatia,2010,Male,15.82,13.51,20.1,15.82 [13.51 – 20.1]
EUR,Europe,ESP,Spain,2010,Male,15.86,13.74,18.34,15.86 [13.74 – 18.34]
EUR,Europe,NLD,Netherlands,2010,Male,15.9,13.6,18.03,15.9 [13.6 – 18.03]
AFR,Africa,ZAF,South Africa,2010,Male,16.24,13.43,19.02,16.24 [13.43 – 19.02]
EUR,Europe,GEO,Georgia,2010,Male,16.28,14.24,19.41,16.28 [14.24 – 19.41]
EUR,Europe,LVA,Latvia,2010,Male,16.55,14.15,20.37,16.55 [14.15 – 20.37]
EUR,Europe,AND,Andorra,2010,Male,16.73,14.08,18.68,16.73 [14.08 – 18.68]
EUR,Europe,DNK,Denmark,2010,Male,16.94,14.4,19.58,16.94 [14.4 – 19.58]
AFR,Africa,TZA,United Republic of Tanzania,2010,Male,17.02,13.85,20.33,17.02 [13.85 – 20.33]
EUR,Europe,BGR,Bulgaria,2010,Male,17.43,15.07,20.07,17.43 [15.07 – 20.07]
WPR,Western Pacific,NZL,New Zealand,2010,Male,17.47,15.36,20.17,17.47 [15.36 – 20.17]
EUR,Europe,CHE,Switzerland,2010,Male,17.55,15.33,20.16,17.55 [15.33 – 20.16]
EUR,Europe,CYP,Cyprus,2010,Male,17.57,14.91,20.41,17.57 [14.91 – 20.41]
EUR,Europe,POL,Poland,2010,Male,17.66,14.89,20.56,17.66 [14.89 – 20.56]
EUR,Europe,BEL,Belgium,2010,Male,17.7,15.35,20.28,17.7 [15.35 – 20.28]
EUR,Europe,SVN,Slovenia,2010,Male,17.82,15.28,20.6,17.82 [15.28 – 20.6]
EUR,Europe,SVK,Slovakia,2010,Male,17.95,15.52,21.23,17.95 [15.52 – 21.23]
EUR,Europe,IRL,Ireland,2010,Male,18.65,16.44,21.36,18.65 [16.44 – 21.36]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,Male,18.69,16.53,21.47,18.69 [16.53 – 21.47]
WPR,Western Pacific,AUS,Australia,2010,Male,18.73,16.2,21.52,18.73 [16.2 – 21.52]
EUR,Europe,AUT,Austria,2010,Male,18.87,16.3,21.92,18.87 [16.3 – 21.92]
EUR,Europe,SRB,Serbia,2010,Male,18.94,16.5,21.99,18.94 [16.5 – 21.99]
EUR,Europe,LUX,Luxembourg,2010,Male,19.02,16.57,21.77,19.02 [16.57 – 21.77]
EUR,Europe,HUN,Hungary,2010,Male,19.25,16.52,23.07,19.25 [16.52 – 23.07]
EUR,Europe,MDA,Republic of Moldova,2010,Male,19.28,16.28,22.83,19.28 [16.28 – 22.83]
EUR,Europe,FRA,France,2010,Male,19.47,16.73,22.99,19.47 [16.73 – 22.99]
EUR,Europe,FIN,Finland,2010,Male,19.5,16.67,22.67,19.5 [16.67 – 22.67]
EUR,Europe,PRT,Portugal,2010,Male,19.96,17.08,23.72,19.96 [17.08 – 23.72]
AMR,Americas,BHS,Bahamas,2010,Female,2.0,1.21,2.91,2 [1.21 – 2.91]
WPR,Western Pacific,KHM,Cambodia,2010,Female,2.04,1.47,2.67,2.04 [1.47 – 2.67]
EUR,Europe,KAZ,Kazakhstan,2010,Female,2.05,1.64,2.57,2.05 [1.64 – 2.57]
AMR,Americas,GTM,Guatemala,2010,Both sexes,2.05,1.75,2.42,2.05 [1.75 – 2.42]
AMR,Americas,ECU,Ecuador,2010,Female,2.06,1.7,2.52,2.06 [1.7 – 2.52]
AFR,Africa,TGO,Togo,2010,Both sexes,2.1,1.4,2.85,2.1 [1.4 – 2.85]
WPR,Western Pacific,NRU,Nauru,2010,Female,2.1,1.61,2.63,2.1 [1.61 – 2.63]
EUR,Europe,KGZ,Kyrgyzstan,2010,Female,2.1,1.71,2.56,2.1 [1.71 – 2.56]
WPR,Western Pacific,VNM,Viet Nam,2010,Female,2.11,1.55,2.71,2.11 [1.55 – 2.71]
EUR,Europe,TUR,Turkey,2010,Both sexes,2.12,1.54,2.87,2.12 [1.54 – 2.87]
AMR,Americas,COL,Colombia,2010,Female,2.13,1.76,2.61,2.13 [1.76 – 2.61]
WPR,Western Pacific,MYS,Malaysia,2010,Male,2.15,1.06,3.33,2.15 [1.06 – 3.33]
AFR,Africa,LSO,Lesotho,2010,Female,2.18,1.66,2.75,2.18 [1.66 – 2.75]
WPR,Western Pacific,SGP,Singapore,2010,Both sexes,2.19,1.65,2.84,2.19 [1.65 – 2.84]
AFR,Africa,NAM,Namibia,2010,Both sexes,2.2,1.63,2.9,2.2 [1.63 – 2.9]
AFR,Africa,LBR,Liberia,2010,Female,2.21,1.68,2.73,2.21 [1.68 – 2.73]
AMR,Americas,CUB,Cuba,2010,Female,2.22,1.79,2.69,2.22 [1.79 – 2.69]
AFR,Africa,BEN,Benin,2010,Both sexes,2.27,1.61,3.11,2.27 [1.61 – 3.11]
AFR,Africa,ERI,Eritrea,2010,Both sexes,2.28,1.51,3.1,2.28 [1.51 – 3.1]
AMR,Americas,MEX,Mexico,2010,Female,2.28,1.75,2.9,2.28 [1.75 – 2.9]
AMR,Americas,GUY,Guyana,2010,Female,2.28,1.91,2.69,2.28 [1.91 – 2.69]
AFR,Africa,NGA,Nigeria,2010,Female,2.3,1.9,2.73,2.3 [1.9 – 2.73]
WPR,Western Pacific,TON,Tonga,2010,Male,2.33,1.5,3.42,2.33 [1.5 – 3.42]
AFR,Africa,COD,Democratic Republic of the Congo,2010,Male,2.33,1.59,3.28,2.33 [1.59 – 3.28]
EUR,Europe,ARM,Armenia,2010,Female,2.34,1.97,2.99,2.34 [1.97 – 2.99]
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Male,2.37,1.62,2.79,2.37 [1.62 – 2.79]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Female,2.38,1.84,2.93,2.38 [1.84 – 2.93]
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Female,2.43,1.86,2.99,2.43 [1.86 – 2.99]
AFR,Africa,ETH,Ethiopia,2010,Male,2.45,1.24,3.73,2.45 [1.24 – 3.73]
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Male,2.45,1.85,3.36,2.45 [1.85 – 3.36]
AFR,Africa,SYC,Seychelles,2010,Female,2.52,1.86,3.09,2.52 [1.86 – 3.09]
AFR,Africa,BWA,Botswana,2010,Female,2.52,2.16,2.99,2.52 [2.16 – 2.99]
AMR,Americas,DOM,Dominican Republic,2010,Female,2.53,2.14,3.0,2.53 [2.14 – 3]
AMR,Americas,ATG,Antigua and Barbuda,2010,Female,2.54,1.98,3.27,2.54 [1.98 – 3.27]
WPR,Western Pacific,NIU,Niue,2010,Female,2.56,2.1,2.99,2.56 [2.1 – 2.99]
AMR,Americas,SUR,Suriname,2010,Female,2.56,2.12,3.07,2.56 [2.12 – 3.07]
AFR,Africa,MOZ,Mozambique,2010,Male,2.59,1.64,3.83,2.59 [1.64 – 3.83]
WPR,Western Pacific,PNG,Papua New Guinea,2010,Male,2.61,1.61,3.74,2.61 [1.61 – 3.74]
WPR,Western Pacific,SLB,Solomon Islands,2010,Male,2.63,1.83,3.6,2.63 [1.83 – 3.6]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Female,2.66,2.21,3.1,2.66 [2.21 – 3.1]
EUR,Europe,TKM,Turkmenistan,2010,Both sexes,2.67,2.28,3.15,2.67 [2.28 – 3.15]
AFR,Africa,COG,Congo,2010,Female,2.71,2.05,3.33,2.71 [2.05 – 3.33]
SEAR,South-East Asia,LKA,Sri Lanka,2010,Both sexes,2.74,2.18,3.42,2.74 [2.18 – 3.42]
AMR,Americas,TTO,Trinidad and Tobago,2010,Female,2.74,2.29,3.24,2.74 [2.29 – 3.24]
EUR,Europe,ALB,Albania,2010,Female,2.76,1.93,2.91,2.76 [1.93 – 2.91]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Both sexes,2.81,2.06,3.68,2.81 [2.06 – 3.68]
WPR,Western Pacific,PHL,Philippines,2010,Female,2.82,2.2,3.37,2.82 [2.2 – 3.37]
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Female,2.82,2.25,3.47,2.82 [2.25 – 3.47]
AFR,Africa,CIV,Côte d’Ivoire,2010,Male,2.83,1.95,3.91,2.83 [1.95 – 3.91]
AMR,Americas,PAN,Panama,2010,Female,2.84,2.36,3.37,2.84 [2.36 – 3.37]
WPR,Western Pacific,TUV,Tuvalu,2010,Male,2.85,2.13,3.86,2.85 [2.13 – 3.86]
AFR,Africa,KEN,Kenya,2010,Male,2.85,2.23,3.79,2.85 [2.23 – 3.79]
AFR,Africa,SWZ,Eswatini,2010,Female,2.85,2.37,3.53,2.85 [2.37 – 3.53]
WPR,Western Pacific,KIR,Kiribati,2010,Both sexes,2.86,1.41,4.43,2.86 [1.41 – 4.43]
AMR,Americas,KNA,Saint Kitts and Nevis,2010,Female,2.89,2.13,3.68,2.89 [2.13 – 3.68]
AFR,Africa,BFA,Burkina Faso,2010,Female,2.9,2.32,3.55,2.9 [2.32 – 3.55]
SEAR,South-East Asia,MDV,Maldives,2010,Male,2.91,1.98,3.94,2.91 [1.98 – 3.94]
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Male,2.92,2.22,3.83,2.92 [2.22 – 3.83]
WPR,Western Pacific,CHN,China,2010,Female,2.92,2.33,3.45,2.92 [2.33 – 3.45]
WPR,Western Pacific,WSM,Samoa,2010,Both sexes,2.93,2.2,3.74,2.93 [2.2 – 3.74]
AFR,Africa,MDG,Madagascar,2010,Male,2.96,1.92,4.38,2.96 [1.92 – 4.38]
AMR,Americas,BLZ,Belize,2010,Female,2.96,2.32,3.63,2.96 [2.32 – 3.63]
EUR,Europe,MLT,Malta,2010,Female,2.96,2.5,3.47,2.96 [2.5 – 3.47]
AMR,Americas,HTI,Haiti,2010,Both sexes,2.97,2.37,3.72,2.97 [2.37 – 3.72]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Female,2.98,2.45,3.59,2.98 [2.45 – 3.59]
SEAR,South-East Asia,THA,Thailand,2010,Female,2.98,2.47,3.57,2.98 [2.47 – 3.57]
EUR,Europe,DEU,Germany,2010,Male,20.02,17.38,22.93,20.02 [17.38 – 22.93]
EUR,Europe,EST,Estonia,2010,Male,21.32,17.98,25.86,21.32 [17.98 – 25.86]
EUR,Europe,CZE,Czechia,2010,Male,21.64,18.69,24.94,21.64 [18.69 – 24.94]
EUR,Europe,ROU,Romania,2010,Male,21.77,18.84,25.65,21.77 [18.84 – 25.65]
EUR,Europe,UKR,Ukraine,2010,Male,22.3,19.52,26.7,22.3 [19.52 – 26.7]
EUR,Europe,MNE,Montenegro,2010,Male,24.13,20.54,28.11,24.13 [20.54 – 28.11]
EUR,Europe,LTU,Lithuania,2010,Male,24.6,22.32,29.44,24.6 [22.32 – 29.44]
EUR,Europe,BLR,Belarus,2010,Male,24.62,22.12,28.96,24.62 [22.12 – 28.96]
AFR,Africa,UGA,Uganda,2010,Male,24.96,20.64,29.53,24.96 [20.64 – 29.53]
EUR,Europe,RUS,Russian Federation,2010,Male,26.05,22.66,30.79,26.05 [22.66 – 30.79]
WPR,Western Pacific,VUT,Vanuatu,2010,Male,3.0,1.73,4.38,3 [1.73 – 4.38]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Both sexes,3.04,2.09,4.02,3.04 [2.09 – 4.02]
EUR,Europe,UZB,Uzbekistan,2010,Male,3.06,2.54,3.72,3.06 [2.54 – 3.72]
AFR,Africa,BDI,Burundi,2010,Female,3.1,2.52,3.78,3.1 [2.52 – 3.78]
AMR,Americas,GRD,Grenada,2010,Female,3.11,2.53,3.68,3.11 [2.53 – 3.68]
EUR,Europe,ISR,Israel,2010,Both sexes,3.16,2.67,3.77,3.16 [2.67 – 3.77]
AFR,Africa,ZMB,Zambia,2010,Both sexes,3.17,2.52,3.94,3.17 [2.52 – 3.94]
WPR,Western Pacific,SGP,Singapore,2010,Male,3.18,2.35,4.05,3.18 [2.35 – 4.05]
AMR,Americas,PRY,Paraguay,2010,Female,3.19,2.53,3.84,3.19 [2.53 – 3.84]
EUR,Europe,ITA,Italy,2010,Female,3.21,2.71,3.8,3.21 [2.71 – 3.8]
WPR,Western Pacific,MNG,Mongolia,2010,Female,3.24,2.74,3.82,3.24 [2.74 – 3.82]
WPR,Western Pacific,FJI,Fiji,2010,Both sexes,3.25,2.36,4.25,3.25 [2.36 – 4.25]
AFR,Africa,CPV,Cabo Verde,2010,Female,3.26,2.61,3.94,3.26 [2.61 – 3.94]
WPR,Western Pacific,COK,Cook Islands,2010,Female,3.29,2.72,4.05,3.29 [2.72 – 4.05]
AMR,Americas,SLV,El Salvador,2010,Both sexes,3.32,2.61,4.16,3.32 [2.61 – 4.16]
AMR,Americas,GTM,Guatemala,2010,Male,3.33,2.92,4.01,3.33 [2.92 – 4.01]
AFR,Africa,TGO,Togo,2010,Male,3.36,2.27,4.6,3.36 [2.27 – 4.6]
AMR,Americas,URY,Uruguay,2010,Female,3.4,2.9,4.11,3.4 [2.9 – 4.11]
AFR,Africa,CMR,Cameroon,2010,Female,3.49,2.88,4.18,3.49 [2.88 – 4.18]
AMR,Americas,BRB,Barbados,2010,Female,3.5,3.01,4.19,3.5 [3.01 – 4.19]
AFR,Africa,GMB,Gambia,2010,Both sexes,3.52,2.69,4.43,3.52 [2.69 – 4.43]
EUR,Europe,ISL,Iceland,2010,Female,3.52,2.97,4.07,3.52 [2.97 – 4.07]
AFR,Africa,STP,Sao Tome and Principe,2010,Female,3.53,2.84,4.26,3.53 [2.84 – 4.26]
AFR,Africa,MWI,Malawi,2010,Both sexes,3.57,2.58,4.65,3.57 [2.58 – 4.65]
AMR,Americas,DMA,Dominica,2010,Female,3.59,2.86,4.34,3.59 [2.86 – 4.34]
AMR,Americas,HND,Honduras,2010,Both sexes,3.6,2.8,4.44,3.6 [2.8 – 4.44]
AFR,Africa,ZAF,South Africa,2010,Female,3.66,3.03,4.33,3.66 [3.03 – 4.33]
AFR,Africa,TZA,United Republic of Tanzania,2010,Female,3.67,2.99,4.4,3.67 [2.99 – 4.4]
AFR,Africa,BEN,Benin,2010,Male,3.68,2.6,5.07,3.68 [2.6 – 5.07]
AFR,Africa,NAM,Namibia,2010,Male,3.71,2.79,4.99,3.71 [2.79 – 4.99]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Male,3.72,2.19,4.22,3.72 [2.19 – 4.22]
EUR,Europe,TUR,Turkey,2010,Male,3.75,2.71,5.11,3.75 [2.71 – 5.11]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Female,3.75,3.07,4.48,3.75 [3.07 – 4.48]
AMR,Americas,BRA,Brazil,2010,Female,3.76,3.12,4.57,3.76 [3.12 – 4.57]
EUR,Europe,NOR,Norway,2010,Female,3.76,3.22,4.35,3.76 [3.22 – 4.35]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Both sexes,3.77,2.92,4.62,3.77 [2.92 – 4.62]
AMR,Americas,PER,Peru,2010,Female,3.77,3.08,4.63,3.77 [3.08 – 4.63]
AFR,Africa,ERI,Eritrea,2010,Male,3.78,2.51,5.18,3.78 [2.51 – 5.18]
AMR,Americas,JAM,Jamaica,2010,Both sexes,3.79,2.87,4.76,3.79 [2.87 – 4.76]
AFR,Africa,RWA,Rwanda,2010,Female,3.83,3.05,4.63,3.83 [3.05 – 4.63]
AFR,Africa,GHA,Ghana,2010,Both sexes,3.94,2.67,5.15,3.94 [2.67 – 5.15]
AMR,Americas,LCA,Saint Lucia,2010,Female,3.95,3.31,4.69,3.95 [3.31 – 4.69]
AFR,Africa,ZWE,Zimbabwe,2010,Both sexes,4.08,3.31,4.87,4.08 [3.31 – 4.87]
AFR,Africa,AGO,Angola,2010,Female,4.08,3.48,4.91,4.08 [3.48 – 4.91]
AFR,Africa,MUS,Mauritius,2010,Both sexes,4.12,2.91,4.84,4.12 [2.91 – 4.84]
AFR,Africa,CAF,Central African Republic,2010,Both sexes,4.16,2.89,5.42,4.16 [2.89 – 5.42]
WPR,Western Pacific,JPN,Japan,2010,Female,4.2,3.51,4.98,4.2 [3.51 – 4.98]
AFR,Africa,TCD,Chad,2010,Both sexes,4.3,2.71,5.83,4.3 [2.71 – 5.83]
AMR,Americas,ECU,Ecuador,2010,Both sexes,4.32,3.61,5.2,4.32 [3.61 – 5.2]
SEAR,South-East Asia,IND,India,2010,Both sexes,4.33,3.26,5.5,4.33 [3.26 – 5.5]
AFR,Africa,GNQ,Equatorial Guinea,2010,Female,4.37,3.51,4.75,4.37 [3.51 – 4.75]
EUR,Europe,GEO,Georgia,2010,Female,4.37,3.82,5.2,4.37 [3.82 – 5.2]
AMR,Americas,USA,United States of America,2010,Female,4.38,3.78,5.07,4.38 [3.78 – 5.07]
AMR,Americas,BHS,Bahamas,2010,Both sexes,4.39,2.64,6.26,4.39 [2.64 – 6.26]
EUR,Europe,SWE,Sweden,2010,Female,4.44,3.77,5.2,4.44 [3.77 – 5.2]
EUR,Europe,GRC,Greece,2010,Female,4.47,3.72,5.27,4.47 [3.72 – 5.27]
AMR,Americas,ARG,Argentina,2010,Female,4.47,3.78,5.29,4.47 [3.78 – 5.29]
SEAR,South-East Asia,LKA,Sri Lanka,2010,Male,4.5,3.63,5.69,4.5 [3.63 – 5.69]
AMR,Americas,CHL,Chile,2010,Female,4.51,3.89,5.27,4.51 [3.89 – 5.27]
EUR,Europe,TKM,Turkmenistan,2010,Male,4.55,3.91,5.42,4.55 [3.91 – 5.42]
AFR,Africa,GNB,Guinea-Bissau,2010,Both sexes,4.6,3.66,5.66,4.6 [3.66 – 5.66]
AFR,Africa,GAB,Gabon,2010,Female,4.6,3.74,5.34,4.6 [3.74 – 5.34]
AMR,Americas,CRI,Costa Rica,2010,Both sexes,4.61,3.67,5.65,4.61 [3.67 – 5.65]
AMR,Americas,CAN,Canada,2010,Female,4.63,3.97,5.47,4.63 [3.97 – 5.47]
EUR,Europe,HRV,Croatia,2010,Female,4.63,3.97,5.91,4.63 [3.97 – 5.91]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Male,4.64,3.38,6.04,4.64 [3.38 – 6.04]
EUR,Europe,ESP,Spain,2010,Female,4.67,4.02,5.42,4.67 [4.02 – 5.42]
EUR,Europe,LVA,Latvia,2010,Female,4.72,3.95,5.88,4.72 [3.95 – 5.88]
AMR,Americas,NIC,Nicaragua,2010,Both sexes,4.76,3.81,5.83,4.76 [3.81 – 5.83]
WPR,Western Pacific,WSM,Samoa,2010,Male,4.77,3.54,6.01,4.77 [3.54 – 6.01]
WPR,Western Pacific,KIR,Kiribati,2010,Male,4.87,2.42,7.65,4.87 [2.42 – 7.65]
AMR,Americas,HTI,Haiti,2010,Male,4.88,3.92,6.2,4.88 [3.92 – 6.2]
EUR,Europe,NLD,Netherlands,2010,Female,4.89,4.18,5.54,4.89 [4.18 – 5.54]
EUR,Europe,BGR,Bulgaria,2010,Female,4.9,4.23,5.73,4.9 [4.23 – 5.73]
WPR,Western Pacific,KHM,Cambodia,2010,Both sexes,4.92,3.51,6.24,4.92 [3.51 – 6.24]
WPR,Western Pacific,KOR,Republic of Korea,2010,Female,4.93,4.09,5.87,4.93 [4.09 – 5.87]
EUR,Europe,ISR,Israel,2010,Male,4.98,4.25,5.99,4.98 [4.25 – 5.99]
EUR,Europe,KAZ,Kazakhstan,2010,Both sexes,5.0,3.96,6.09,5 [3.96 – 6.09]
EUR,Europe,ARM,Armenia,2010,Both sexes,5.07,4.07,6.22,5.07 [4.07 – 6.22]
AMR,Americas,COL,Colombia,2010,Both sexes,5.11,4.2,6.13,5.11 [4.2 – 6.13]
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Both sexes,5.19,4.06,6.38,5.19 [4.06 – 6.38]
AFR,Africa,ZMB,Zambia,2010,Male,5.19,4.15,6.5,5.19 [4.15 – 6.5]
EUR,Europe,DNK,Denmark,2010,Female,5.22,4.45,6.06,5.22 [4.45 – 6.06]
EUR,Europe,CYP,Cyprus,2010,Female,5.23,4.46,6.09,5.23 [4.46 – 6.09]
WPR,Western Pacific,VNM,Viet Nam,2010,Both sexes,5.25,3.87,6.69,5.25 [3.87 – 6.69]
EUR,Europe,AND,Andorra,2010,Female,5.27,4.43,5.91,5.27 [4.43 – 5.91]
AMR,Americas,MEX,Mexico,2010,Both sexes,5.28,4.0,6.57,5.28 [4 – 6.57]
AMR,Americas,CUB,Cuba,2010,Both sexes,5.28,4.31,6.32,5.28 [4.31 – 6.32]
AFR,Africa,SLE,Sierra Leone,2010,Both sexes,5.33,4.07,6.74,5.33 [4.07 – 6.74]
WPR,Western Pacific,FJI,Fiji,2010,Male,5.34,3.86,6.94,5.34 [3.86 – 6.94]
EUR,Europe,POL,Poland,2010,Female,5.34,4.5,6.28,5.34 [4.5 – 6.28]
EUR,Europe,SRB,Serbia,2010,Female,5.36,4.59,6.25,5.36 [4.59 – 6.25]
AFR,Africa,LBR,Liberia,2010,Both sexes,5.38,4.1,6.59,5.38 [4.1 – 6.59]
EUR,Europe,BEL,Belgium,2010,Female,5.4,4.71,6.22,5.4 [4.71 – 6.22]
EUR,Europe,SVN,Slovenia,2010,Female,5.45,4.65,6.34,5.45 [4.65 – 6.34]
WPR,Western Pacific,NZL,New Zealand,2010,Female,5.52,4.8,6.46,5.52 [4.8 – 6.46]
EUR,Europe,CHE,Switzerland,2010,Female,5.56,4.83,6.38,5.56 [4.83 – 6.38]
EUR,Europe,SVK,Slovakia,2010,Female,5.57,4.78,6.6,5.57 [4.78 – 6.6]
AMR,Americas,SLV,El Salvador,2010,Male,5.59,4.54,7.28,5.59 [4.54 – 7.28]
AMR,Americas,ATG,Antigua and Barbuda,2010,Both sexes,5.61,4.31,6.98,5.61 [4.31 – 6.98]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,Female,5.74,5.06,6.61,5.74 [5.06 – 6.61]
AFR,Africa,SYC,Seychelles,2010,Both sexes,5.78,4.42,7.2,5.78 [4.42 – 7.2]
AMR,Americas,GUY,Guyana,2010,Both sexes,5.78,4.87,6.77,5.78 [4.87 – 6.77]
EUR,Europe,HUN,Hungary,2010,Female,5.8,4.93,6.92,5.8 [4.93 – 6.92]
AMR,Americas,HND,Honduras,2010,Male,5.81,4.56,7.25,5.81 [4.56 – 7.25]
EUR,Europe,AUT,Austria,2010,Female,5.86,5.04,6.8,5.86 [5.04 – 6.8]
AFR,Africa,NGA,Nigeria,2010,Both sexes,5.87,4.83,7.0,5.87 [4.83 – 7]
EUR,Europe,PRT,Portugal,2010,Female,5.89,5.02,7.01,5.89 [5.02 – 7.01]
EUR,Europe,FRA,France,2010,Female,5.91,5.08,6.99,5.91 [5.08 – 6.99]
AFR,Africa,MWI,Malawi,2010,Male,5.92,4.31,7.78,5.92 [4.31 – 7.78]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Both sexes,5.94,4.6,7.24,5.94 [4.6 – 7.24]
AFR,Africa,GMB,Gambia,2010,Male,5.99,4.65,7.7,5.99 [4.65 – 7.7]
EUR,Europe,MDA,Republic of Moldova,2010,Female,5.99,5.07,7.13,5.99 [5.07 – 7.13]
EUR,Europe,FIN,Finland,2010,Female,6.01,5.18,6.98,6.01 [5.18 – 6.98]
WPR,Western Pacific,NRU,Nauru,2010,Both sexes,6.04,4.69,7.49,6.04 [4.69 – 7.49]
EUR,Europe,IRL,Ireland,2010,Female,6.06,5.32,6.91,6.06 [5.32 – 6.91]
AMR,Americas,TTO,Trinidad and Tobago,2010,Both sexes,6.07,5.07,7.1,6.07 [5.07 – 7.1]
AMR,Americas,JAM,Jamaica,2010,Male,6.1,4.65,7.73,6.1 [4.65 – 7.73]
AMR,Americas,DOM,Dominican Republic,2010,Both sexes,6.12,5.21,7.23,6.12 [5.21 – 7.23]
WPR,Western Pacific,AUS,Australia,2010,Female,6.14,5.24,7.11,6.14 [5.24 – 7.11]
EUR,Europe,DEU,Germany,2010,Female,6.15,5.33,7.1,6.15 [5.33 – 7.1]
EUR,Europe,LUX,Luxembourg,2010,Female,6.21,5.18,7.25,6.21 [5.18 – 7.25]
AFR,Africa,GHA,Ghana,2010,Male,6.22,4.2,8.08,6.22 [4.2 – 8.08]
EUR,Europe,EST,Estonia,2010,Female,6.24,5.16,7.67,6.24 [5.16 – 7.67]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Male,6.25,4.87,7.7,6.25 [4.87 – 7.7]
AMR,Americas,SUR,Suriname,2010,Both sexes,6.26,5.18,7.39,6.26 [5.18 – 7.39]
AFR,Africa,COG,Congo,2010,Both sexes,6.29,4.79,7.74,6.29 [4.79 – 7.74]
AFR,Africa,UGA,Uganda,2010,Female,6.33,5.27,7.64,6.33 [5.27 – 7.64]
EUR,Europe,UKR,Ukraine,2010,Female,6.34,5.49,7.61,6.34 [5.49 – 7.61]
AFR,Africa,LSO,Lesotho,2010,Both sexes,6.38,4.83,7.96,6.38 [4.83 – 7.96]
EUR,Europe,KGZ,Kyrgyzstan,2010,Both sexes,6.38,5.2,7.68,6.38 [5.2 – 7.68]
AMR,Americas,KNA,Saint Kitts and Nevis,2010,Both sexes,6.51,4.84,8.19,6.51 [4.84 – 8.19]
AFR,Africa,BWA,Botswana,2010,Both sexes,6.54,5.62,7.55,6.54 [5.62 – 7.55]
AFR,Africa,MUS,Mauritius,2010,Male,6.61,4.71,7.77,6.61 [4.71 – 7.77]
